EBT notes v2
10;2002;U00006940004;;2011-09-30 00:00:00;Madrid;Spain;28001;L001A1;99999999999;1;0;23.5630;41.6576
20;2002;L00002499008;;2011-09-30 00:00:00;Madrid;Spain;28001;G001A1;99999999999;2;1;23.5630;41.6576
10;2002;T00002174001;;2011-10-09 00:00:00;Madrid;Spain;28001;K001A1;99999999999;1;0;23.5630;41.6576
5;2002;U00004690004;;2011-10-09 00:00:00;Madrid;Spain;28001;L001A1;99999999999;2;0;23.5630;41.6576
10;2002;X00008770007;;2011-10-14 00:00:00;Madrid;Spain;28001;P001A1;99999999999;1;0;23.5630;41.6576
10;2002;Y00008880004;;2011-10-14 00:00:00;Madrid;Spain;28001;N001A1;99999999999;2;1;23.5630;41.6576
5;2002;X00008020001;;2011-10-19 00:00:00;Madrid;Spain;28001;P001A1;99999999999;1;0;23.5630;41.6576
20;2002;S00028560004;;2011-11-10 00:00:00;Madrid;Spain;28001;J001A1;99999999999;2;0;23.5630;41.6576
5;2002;P00000201007;;2012-01-27 00:00:00;Madrid;Spain;28001;E001A1;99999999999;1;0;23.5630;41.6576
5;2002;X00004486007;;2012-01-28 00:00:00;Madrid;Spain;28001;P001A1;99999999999;1;0;23.5630;41.6576
10;2002;N00007340007;;2012-05-21 00:00:00;Madrid;Spain;28001;F001A1;99999999999;1;0;23.5630;41.6576
20;2002;P00002884006;;2012-05-25 00:00:00;Madrid;Spain;28001;G001A1;99999999999;1;0;23.5630;41.6576
