EBT hits v4
5;L00005431001;E001A1;2002;99999999999;2006-02-05 21:00:00;2;0;55;28;:44.8497:44.3965;:12.5353:12.5833
5;N00006035007;F001A1;2002;99999999999;2006-02-05 12:00:00;3;0;84;345;:44.8497:44.3965:44.1236;:12.5353:12.5833:12.5555
5;P00003798001;G001A1;2002;99999999999;2006-02-04 19:00:00;2;0;164;15;:44.8497:44.3965;:12.5353:12.5833
5;P00003150001;E001A1;2002;99999999999;2006-02-02 19:00:00;2;0;164;43;:44.8497:44.3965;:12.5353:12.5833
5;X00018700004;R001A1;2002;99999999999;2006-02-01 17:00:00;2;0;224;147;:44.8497:44.3965;:12.5353:12.5833
5;X00004036007;R001A1;2002;99999999999;2006-02-01 05:00:00;2;0;132;105;:44.8497:44.3965;:12.5353:12.5833
5;X00004302002;P001A1;2002;99999999999;2006-01-31 09:00:00;2;0;173;15;:44.8497:44.3965;:12.5353:12.5833
5;N00035080005;F001A1;2002;99999999999;2006-01-31 09:00:00;2;0;44;48;:44.8497:44.3965;:12.5353:12.5833
10;X00003050003;P001A1;2002;99999999999;2006-01-30 21:00:00;2;0;91;297;:44.8497:44.3965;:12.5353:12.5833

5;L00005431001;E001A1;2002;99999999999;2005-11-15 17:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;0;0
5;L00005431001;E001A1;2002;99999999999;2006-02-05 21:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;55;28
5;N00006035007;F001A1;2002;99999999999;2005-02-24 18:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;0;0
5;N00006035007;F001A1;2002;99999999999;2005-03-05 05:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;7;8
5;N00006035007;F001A1;2002;99999999999;2006-02-05 12:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;77;337
5;P00003798001;G001A1;2002;99999999999;2006-01-10 10:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;0;0
5;P00003798001;G001A1;2002;99999999999;2006-02-04 19:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;164;15
5;P00003150001;E001A1;2002;99999999999;2006-01-10 10:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;0;0
5;P00003150001;E001A1;2002;99999999999;2006-02-02 19:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;164;43
5;X00018700004;R001A1;2002;99999999999;2005-05-03 13:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;0;0
5;X00018700004;R001A1;2002;99999999999;2006-02-01 17:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;224;147
5;X00004036007;R001A1;2002;99999999999;2005-07-10 22:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;0;0
5;X00004036007;R001A1;2002;99999999999;2006-02-01 05:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;132;105
5;X00004302002;P001A1;2002;99999999999;2006-01-10 10:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;0;0
5;X00004302002;P001A1;2002;99999999999;2006-01-31 09:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;173;15
5;N00035080005;F001A1;2002;99999999999;2005-11-13 20:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;0;0
5;N00035080005;F001A1;2002;99999999999;2006-01-31 09:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;44;48
10;X00003050003;P001A1;2002;99999999999;2002-10-21 16:00:00;;Spain;Madrid;28801;112233;foo;44.5323;12.3176;0;0
10;X00003050003;P001A1;2002;99999999999;2006-01-30 21:00:00;;Spain;Madrid;28801;153477;dserrano⑤;44.5323;12.3176;91;297
