EBT notes v2
5;2002;N00006035007;;2005-02-24 18:00:00;Madrid;Spain;28801;F001A1;99999999999;3;0;44.5323;12.3176
5;2002;X00018700004;;2005-05-03 13:00:00;Madrid;Spain;28801;R001A1;99999999998;2;0;44.5323;12.3176
5;2002;X00004036007;;2005-07-10 22:00:00;Madrid;Spain;28801;R001A1;99999999997;2;0;44.5323;12.3176
5;2002;N00035080005;;2005-11-13 20:00:00;Madrid;Spain;28801;F001A1;99999999996;2;0;44.5323;12.3176
5;2002;P00003150001;;2006-01-10 10:00:00;Madrid;Spain;28801;E001A1;99999999995;2;0;44.5323;12.3176
5;2002;P00003798001;;2006-01-10 10:00:00;Madrid;Spain;28801;G001A1;99999999994;2;0;44.5323;12.3176
5;2002;X00004302002;;2006-01-10 10:00:00;Madrid;Spain;28801;P001A1;99999999993;2;0;44.5323;12.3176
10;2002;X00003050003;;2006-01-30 21:00:00;Madrid;Spain;28801;P001A1;99999999992;2;0;44.5323;12.3176
10;2002;P00009130006;;2006-01-30 21:00:00;Madrid;Spain;28801;G001A1;99999999991;1;0;44.5323;12.3176
20;2002;P00002221003;;2006-01-30 22:00:00;Madrid;Spain;28801;G001A1;99999999990;1;0;44.5323;12.3176
10;2002;X00003446003;;2006-02-02 08:00:00;Madrid;Spain;28801;R001A1;99999999989;1;0;44.5323;12.3176
20;2002;U00008320001;;2006-02-02 08:00:00;Madrid;Spain;28801;L001A1;99999999988;1;0;44.5323;12.3176
10;2002;U00001960007;;2006-02-02 08:00:00;Madrid;Spain;28801;L001A1;99999999987;1;0;44.5323;12.3176
5;2002;X00007420007;;2006-02-05 21:00:00;Madrid;Spain;28801;R001A1;99999999986;1;0;44.5323;12.3176
5;2002;L00005431001;;2006-02-05 21:00:00;Madrid;Spain;28801;E001A1;99999999985;2;0;44.5323;12.3176
