EBT hits v4
20;S21542000002;J019A1;2002;99999999999;2012-02-03 00:00:00;2;0;1637;857;:40.4798:35.8749;:-3.3878:14.4779
5;V17106000007;M013A1;2002;99999999999;2011-11-16 00:00:00;2;0;1624;248;:40.4798:35.8749;:-3.3878:14.4779
20;L25895000003;E003A1;2002;99999999999;2011-11-13 00:00:00;2;0;2824;837;:40.4798:35.8749;:-3.3878:14.4779
20;T36861000009;K003A1;2002;99999999999;2011-10-21 00:00:00;2;0;36;9;:40.4798:35.8749;:-3.3878:14.4779
20;V24798000001;M022A1;2002;99999999999;2011-05-02 00:00:00;2;0;34;68;:40.4798:35.8749;:-3.3878:14.4779
20;S22293000007;J020A1;2002;99999999999;2010-11-26 00:00:00;2;0;476;210;:40.4798:35.8749;:-3.3878:14.4779
20;L25382000003;E003A1;2002;99999999999;2010-10-07 00:00:00;2;0;1407;212;:40.4798:35.8749;:-3.3878:14.4779

20;S21542000002;J019A1;2002;99999999999;2009-09-28 00:00:00;;France;Paris;12345;112233;foo;35.8749;14.4779;0;0
20;S21542000002;J019A1;2002;99999999999;2012-02-03 00:00:00;;Spain;Madrid;28802;153477;dserrano⑤;40.4798;-3.3878;1637;857
5;V17106000007;M013A1;2002;99999999999;2011-03-13 00:00:00;;Spain;Madrid;28805;153477;dserrano⑤;40.4798;-3.3878;0;0
5;V17106000007;M013A1;2002;99999999999;2011-11-16 00:00:00;;France;Paris;12345;112233;foo;35.8749;14.4779;1624;248
20;L25895000003;E003A1;2002;99999999999;2009-07-29 00:00:00;;France;Paris;12345;112233;foo;35.8749;14.4779;0;0
20;L25895000003;E003A1;2002;99999999999;2011-11-13 00:00:00;;Spain;Madrid;28801;153477;dserrano⑤;40.4798;-3.3878;2824;837
20;T36861000009;K003A1;2002;99999999999;2011-10-11 00:00:00;;Spain;Madrid;28802;153477;dserrano⑤;40.4798;-3.3878;0;0
20;T36861000009;K003A1;2002;99999999999;2011-10-21 00:00:00;;France;Paris;12345;112233;foo;35.8749;14.4779;36;9
20;V24798000001;M022A1;2002;99999999999;2010-10-22 00:00:00;;Spain;Madrid;28803;153477;dserrano⑤;40.4798;-3.3878;0;0
20;V24798000001;M022A1;2002;99999999999;2011-05-02 00:00:00;;France;Paris;12345;112233;foo;35.8749;14.4779;34;68
20;S22293000007;J020A1;2002;99999999999;2010-04-29 00:00:00;;France;Paris;12345;112233;foo;35.8749;14.4779;0;0
20;S22293000007;J020A1;2002;99999999999;2010-11-26 00:00:00;;Spain;Madrid;28803;153477;dserrano⑤;40.4798;-3.3878;476;210
20;L25382000003;E003A1;2002;99999999999;2010-03-09 00:00:00;;France;Paris;12345;112233;foo;35.8749;14.4779;0;0
20;L25382000003;E003A1;2002;99999999999;2010-10-07 00:00:00;;Spain;Madrid;28801;153477;dserrano⑤;40.4798;-3.3878;1407;212
