EBT notes v2
5;2002;H00211000005;;2010-01-01 00:00:00;Madrid;Spain;28001;E010A1;99999999999;1;0;40.4245;-3.6193
20;2002;H19011000006;;2010-01-01 00:00:00;Madrid;Spain;28001;E003A1;99999999999;1;0;40.4245;-3.6193
20;2002;H55011000006;;2010-01-01 00:00:00;Madrid;Spain;28001;G008A1;99999999999;1;0;40.4245;-3.6193
20;2002;M37811000002;;2010-01-01 00:00:00;Madrid;Spain;28001;U001A1;99999999999;1;0;40.4245;-3.6193
10;2002;N24211000002;;2010-01-01 00:00:00;Madrid;Spain;28001;F001A1;99999999999;1;0;40.4245;-3.6193
200;2002;N00011000001;;2010-01-01 00:00:00;Madrid;Spain;28001;G001A1;99999999999;1;0;40.4245;-3.6193
5;2002;P04511000008;;2010-01-01 00:00:00;Madrid;Spain;28001;F003A1;99999999999;1;0;40.4245;-3.6193
500;2002;P41011000003;;2010-01-01 00:00:00;Madrid;Spain;28001;F001A1;99999999999;1;0;40.4245;-3.6193
10;2002;T26511000009;;2010-01-01 00:00:00;Madrid;Spain;28001;K001A1;99999999999;1;0;40.4245;-3.6193
20;2002;U83311000007;;2010-01-01 00:00:00;Madrid;Spain;28001;L004A1;99999999999;1;0;40.4245;-3.6193
50;2002;Z35811000009;;2010-01-01 00:00:00;Madrid;Spain;28001;T001A1;99999999999;1;0;40.4245;-3.6193
