EBT notes v2
10;2002;T27410000001;;2010-01-01 00:00:00;Madrid;Spain;28001;K007A1;99999999999;1;0;40.4753;-3.3736
10;2002;T28939000002;;2010-01-01 00:00:00;Madrid;Spain;28001;K007A1;99999999999;1;0;40.4753;-3.3736
10;2002;T55029000003;;2010-01-01 00:00:00;Madrid;Spain;28001;K007A1;99999999999;1;0;40.4753;-3.3736
10;2002;T55319000001;;2010-01-01 00:00:00;Madrid;Spain;28001;K007A1;99999999999;1;0;40.4753;-3.3736
10;2002;X20400000005;;2010-01-01 00:00:00;Madrid;Spain;28001;P005A1;99999999999;1;0;40.4753;-3.3736
10;2002;X22300000004;;2010-01-01 00:00:00;Madrid;Spain;28001;P005A1;99999999999;1;0;40.4753;-3.3736
10;2002;X24000000005;;2010-01-01 00:00:00;Madrid;Spain;28001;P005A1;99999999999;1;0;40.4753;-3.3736
10;2002;X26300000009;;2010-01-01 00:00:00;Madrid;Spain;28001;P005A1;99999999999;1;0;40.4753;-3.3736
20;2002;N13015000002;;2010-01-01 00:00:00;Madrid;Spain;28001;F002C1;99999999999;1;0;40.4753;-3.3736
20;2002;N31019200005;;2010-01-01 00:00:00;Madrid;Spain;28001;F002A3;99999999999;1;0;40.4753;-3.3736
20;2002;N31019300004;;2010-01-01 00:00:00;Madrid;Spain;28001;F002A3;99999999999;1;0;40.4753;-3.3736
20;2002;N13038000009;;2010-01-01 00:00:00;Madrid;Spain;28001;F002C1;99999999999;1;0;40.4753;-3.3736
100;2002;N41007000005;;2010-01-01 00:00:00;Madrid;Spain;28001;F002A4;99999999999;1;0;40.4753;-3.3736
100;2002;N41035000001;;2010-01-01 00:00:00;Lipjan;Kosovo;14000;F002A4;99999999999;1;0;40.4753;-3.3736
100;2002;N37037000007;;2010-01-01 00:00:00;Visoko;Bosnia-Herzegovina;71300;F002G3;99999999999;1;0;40.4753;-3.3736
100;2002;N41059000007;;2010-01-01 00:00:00;Belgrade;Serbia and Montenegro;11000;F002A4;99999999999;1;0;40.4753;-3.3736
